reading_id,date,hour,location_id,PM2.5,PM10,NO2,CO,O3,AQI_value,AQI_category,neighborhood_name,zone_type,population_density,avg_income_level,distance_from_city_center_km,temperature,humidity,wind_speed,rainfall
186,2024-01-01,18,6,49.8,66.4,15.9,1.6,14.2,83.0,Moderate,Central Business District,Commercial,25000,48067,1,8.8,56,20.3,17.0
187,2024-01-01,18,7,36.0,48.0,44.6,1.1,28.1,60.0,Moderate,North Park,Residential,40000,77384,10,17.9,42,24.3,18.3
188,2024-01-01,18,8,70.2,93.6,37.4,0.5,16.3,117.0,Unhealthy for Sensitive Groups,South Refinery,Industrial,30000,69515,14,13.8,73,14.5,0.0
189,2024-01-01,18,9,59.4,79.2,25.8,0.2,14.2,99.0,Moderate,Riverside,Residential,55000,62322,5,7.7,77,16.7,0.0
190,2024-01-01,18,10,61.2,99.2,37.1,1.7,26.0,124.0,Unhealthy for Sensitive Groups,Market District,Commercial,42000,81651,4,12.7,54,13.8,0.0
191,2024-01-01,19,1,63.0,84.0,42.0,1.4,36.4,105.0,Unhealthy for Sensitive Groups,Industrial Heights,Industrial,50000,87311,12,12.5,41,12.2,0.0
192,2024-01-01,19,2,46.8,62.4,44.8,0.3,7.6,78.0,Moderate,Green Valley,Residential,35000,51854,15,9.3,45,24.6,0.0
193,2024-01-01,19,3,40.8,54.4,39.9,0.6,29.2,68.0,Moderate,Downtown Core,Commercial,80000,66108,2,13.2,79,24.9,18.3
194,2024-01-01,19,4,51.0,68.0,20.4,0.5,35.1,85.0,Moderate,East Port,Industrial,45000,87308,8,17.6,67,8.4,7.4
195,2024-01-01,19,5,61.2,81.6,39.7,0.8,25.3,102.0,Unhealthy for Sensitive Groups,Westside Suburbs,Residential,60000,53094,20,8.8,65,7.8,0.0
196,2024-01-01,19,6,46.2,61.6,11.4,1.9,11.3,77.0,Moderate,Central Business District,Commercial,25000,48067,1,8.8,56,20.3,17.0
197,2024-01-01,19,7,33.6,44.8,14.3,0.6,23.8,56.0,Moderate,North Park,Residential,40000,77384,10,17.9,42,24.3,18.3
198,2024-01-01,19,8,59.4,79.2,37.8,1.4,24.5,99.0,Moderate,South Refinery,Industrial,30000,69515,14,13.8,73,14.5,0.0
199,2024-01-01,19,9,59.4,79.2,23.5,0.8,21.8,99.0,Moderate,Riverside,Residential,55000,62322,5,7.7,77,16.7,0.0
200,2024-01-01,19,10,54.6,72.8,43.6,0.5,18.0,91.0,Moderate,Market District,Commercial,42000,81651,4,12.7,54,13.8,0.0
201,2024-01-01,20,1,48.0,64.0,12.5,1.3,31.6,80.0,Moderate,Industrial Heights,Industrial,50000,87311,12,12.5,41,12.2,0.0
202,2024-01-01,20,2,26.4,35.2,36.8,1.5,39.1,44.0,Good,Green Valley,Residential,35000,51854,15,9.3,45,24.6,0.0
203,2024-01-01,20,3,30.0,40.0,11.9,0.9,35.5,50.0,Good,Downtown Core,Commercial,80000,66108,2,13.2,79,24.9,18.3
204,2024-01-01,20,4,18.0,24.0,19.4,0.8,25.8,30.0,Good,East Port,Industrial,45000,87308,8,17.6,67,8.4,7.4
205,2024-01-01,20,5,18.6,8.0,32.2,1.3,34.6,10.0,Good,Westside Suburbs,Residential,60000,53094,20,8.8,65,7.8,0.0
206,2024-01-01,20,6,19.2,25.6,10.7,0.5,36.4,32.0,Good,Central Business District,Commercial,25000,48067,1,8.8,56,20.3,17.0
207,2024-01-01,20,7,22.2,29.6,38.2,0.4,33.4,37.0,Good,North Park,Residential,40000,77384,10,17.9,42,24.3,18.3
208,2024-01-01,20,8,58.8,78.4,47.0,1.4,17.1,98.0,Moderate,South Refinery,Industrial,30000,69515,14,13.8,73,14.5,0.0
209,2024-01-01,20,9,25.8,34.4,39.7,1.3,23.8,43.0,Good,Riverside,Residential,55000,62322,5,7.7,77,16.7,0.0
210,2024-01-01,20,10,31.2,41.6,42.0,1.2,16.7,52.0,Moderate,Market District,Commercial,42000,81651,4,12.7,54,13.8,0.0
211,2024-01-01,21,1,55.2,73.6,17.6,1.1,29.0,92.0,Moderate,Industrial Heights,Industrial,50000,87311,12,12.5,41,12.2,0.0
212,2024-01-01,21,2,15.0,20.0,11.1,0.9,33.7,25.0,Good,Green Valley,Residential,35000,51854,15,9.3,45,24.6,0.0
213,2024-01-01,21,3,22.2,29.6,31.9,1.9,6.1,37.0,Good,Downtown Core,Commercial,80000,66108,2,13.2,79,24.9,18.3
214,2024-01-01,21,4,34.2,45.6,37.4,1.5,9.0,57.0,Moderate,East Port,Industrial,45000,87308,8,17.6,67,8.4,7.4
215,2024-01-01,21,5,33.0,44.0,43.1,1.6,37.1,55.0,Moderate,Westside Suburbs,Residential,60000,53094,20,8.8,65,7.8,0.0
216,2024-01-01,21,6,42.6,56.8,37.4,1.4,38.2,71.0,Moderate,Central Business District,Commercial,25000,48067,1,8.8,56,20.3,17.0
217,2024-01-01,21,7,9.0,12.0,21.1,1.2,15.9,15.0,Good,North Park,Residential,40000,77384,10,17.9,42,24.3,18.3
218,2024-01-01,21,8,43.2,57.6,12.3,0.4,12.7,72.0,Moderate,South Refinery,Industrial,30000,69515,14,13.8,73,14.5,0.0
219,2024-01-01,21,9,23.4,31.2,13.6,0.7,10.4,39.0,Good,Riverside,Residential,55000,62322,5,7.7,77,16.7,0.0
220,2024-01-01,21,10,19.8,26.4,37.9,0.5,11.7,33.0,Good,Market District,Commercial,42000,81651,4,12.7,54,13.8,0.0
221,2024-01-01,22,1,41.4,55.2,35.9,0.8,39.1,69.0,Moderate,Industrial Heights,Industrial,50000,87311,12,12.5,41,12.2,0.0
222,2024-01-01,22,2,19.8,26.4,38.2,0.9,39.5,33.0,Good,Green Valley,Residential,35000,51854,15,9.3,45,24.6,0.0
223,2024-01-01,22,3,13.2,17.6,41.2,1.0,35.1,22.0,Good,Downtown Core,Commercial,80000,66108,2,13.2,79,24.9,18.3
224,2024-01-01,22,4,31.2,41.6,10.8,2.0,39.2,52.0,Moderate,East Port,Industrial,45000,87308,8,17.6,67,8.4,7.4
225,2024-01-01,22,5,16.2,21.6,47.9,2.0,10.2,27.0,Good,Westside Suburbs,Residential,60000,53094,20,8.8,65,7.8,0.0
226,2024-01-01,22,6,27.6,36.8,45.1,0.2,35.1,46.0,Good,Central Business District,Commercial,25000,48067,1,8.8,56,20.3,17.0
227,2024-01-01,22,7,6.0,8.0,31.8,1.0,23.7,10.0,Good,North Park,Residential,40000,77384,10,17.9,42,24.3,18.3
228,2024-01-01,22,8,47.4,63.2,25.4,1.8,23.6,79.0,Moderate,South Refinery,Industrial,30000,69515,14,13.8,73,14.5,0.0
229,2024-01-01,22,9,21.0,28.0,45.1,1.0,23.5,35.0,Good,Riverside,Residential,55000,62322,5,7.7,77,16.7,0.0
230,2024-01-01,22,10,37.2,49.6,33.7,0.4,27.8,62.0,Moderate,Market District,Commercial,42000,81651,4,12.7,54,13.8,0.0
231,2024-01-01,23,1,55.2,73.6,14.3,0.7,7.3,92.0,Moderate,Industrial Heights,Industrial,50000,87311,12,12.5,41,12.2,0.0
232,2024-01-01,23,2,15.6,20.8,39.8,0.4,18.2,26.0,Good,Green Valley,Residential,35000,51854,15,9.3,45,24.6,0.0
233,2024-01-01,23,3,12.0,16.0,45.7,0.3,12.3,20.0,Good,Downtown Core,Commercial,80000,66108,2,13.2,79,24.9,18.3
234,2024-01-01,23,4,27.0,36.0,42.3,0.7,25.1,45.0,Good,East Port,Industrial,45000,87308,8,17.6,67,8.4,7.4
235,2024-01-01,23,5,11.4,15.2,35.1,1.1,22.5,19.0,Good,Westside Suburbs,Residential,60000,53094,20,8.8,65,7.8,0.0
236,2024-01-01,23,6,10.2,13.6,17.6,0.3,16.0,17.0,Good,Central Business District,Commercial,25000,48067,1,8.8,56,20.3,17.0
237,2024-01-01,23,7,6.0,8.0,16.7,1.5,35.6,10.0,Good,North Park,Residential,40000,77384,10,17.9,42,24.3,18.3
238,2024-01-01,23,8,55.8,74.4,16.5,1.6,36.6,93.0,Moderate,South Refinery,Industrial,30000,69515,14,13.8,73,14.5,0.0
239,2024-01-01,23,9,25.8,34.4,24.1,0.7,12.6,43.0,Good,Riverside,Residential,55000,62322,5,7.7,77,16.7,0.0
240,2024-01-01,23,10,37.2,49.6,33.7,0.9,24.7,62.0,Moderate,Market District,Commercial,42000,81651,4,12.7,54,13.8,0.0
241,2024-01-02,0,1,55.2,73.6,14.6,1.6,27.8,92.0,Moderate,Industrial Heights,Industrial,50000,87311,12,7.7,49,23.8,0.0
242,2024-01-02,0,2,6.0,8.0,23.5,0.4,16.4,10.0,Good,Green Valley,Residential,35000,51854,15,7.7,69,11.8,18.1
243,2024-01-02,0,3,39.0,52.0,37.6,0.5,28.4,65.0,Moderate,Downtown Core,Commercial,80000,66108,2,11.2,53,2.6,0.0
244,2024-01-02,0,4,46.8,62.4,11.8,0.7,10.0,78.0,Moderate,East Port,Industrial,45000,87308,8,0.4,51,18.9,0.0
245,2024-01-02,0,5,25.8,34.4,25.1,2.0,16.5,43.0,Good,Westside Suburbs,Residential,60000,53094,20,1.4,75,22.4,0.0
246,2024-01-02,0,6,30.6,40.8,23.2,0.7,39.3,51.0,Moderate,Central Business District,Commercial,25000,48067,1,7.2,77,4.5,0.0
247,2024-01-02,0,7,6.0,8.0,41.6,1.2,26.2,10.0,Good,North Park,Residential,40000,77384,10,4.9,88,11.2,8.7
248,2024-01-02,0,8,28.2,37.6,20.7,0.8,16.1,47.0,Good,South Refinery,Industrial,30000,69515,14,11.6,89,16.3,17.3
249,2024-01-02,0,9,36.6,48.8,37.1,1.4,34.0,61.0,Moderate,Riverside,Residential,55000,62322,5,5.5,49,16.6,0.0
250,2024-01-02,0,10,43.8,58.4,40.6,2.0,10.0,73.0,Moderate,Market District,Commercial,42000,81651,4,2.9,45,18.5,0.0
251,2024-01-02,1,1,56.4,75.2,32.5,1.2,21.5,94.0,Moderate,Industrial Heights,Industrial,50000,87311,12,7.7,49,23.8,0.0
252,2024-01-02,1,2,16.8,22.4,41.9,1.7,30.0,28.0,Good,Green Valley,Residential,35000,51854,15,7.7,69,11.8,18.1
253,2024-01-02,1,3,36.6,48.8,27.6,1.1,26.2,61.0,Moderate,Downtown Core,Commercial,80000,66108,2,11.2,53,2.6,0.0
254,2024-01-02,1,4,49.2,65.6,49.1,1.5,15.9,82.0,Moderate,East Port,Industrial,45000,87308,8,0.4,51,18.9,0.0
255,2024-01-02,1,5,18.0,24.0,27.0,1.7,20.6,30.0,Good,Westside Suburbs,Residential,60000,53094,20,1.4,75,22.4,0.0
256,2024-01-02,1,6,33.0,44.0,12.8,1.3,35.6,55.0,Moderate,Central Business District,Commercial,25000,48067,1,7.2,77,4.5,0.0
257,2024-01-02,1,7,11.4,15.2,42.6,1.9,12.5,19.0,Good,North Park,Residential,40000,77384,10,4.9,88,11.2,8.7
258,2024-01-02,1,8,40.8,54.4,37.1,1.8,34.1,68.0,Moderate,South Refinery,Industrial,30000,69515,14,11.6,89,16.3,17.3
259,2024-01-02,1,9,22.2,29.6,44.7,1.6,34.3,37.0,Good,Riverside,Residential,55000,62322,5,5.5,49,16.6,0.0
260,2024-01-02,1,10,31.8,42.4,48.7,1.9,12.1,53.0,Moderate,Market District,Commercial,42000,81651,4,2.9,45,18.5,0.0
261,2024-01-02,2,1,48.0,64.0,26.7,0.6,36.5,80.0,Moderate,Industrial Heights,Industrial,50000,87311,12,7.7,49,23.8,0.0
262,2024-01-02,2,2,11.4,15.2,12.3,1.3,17.3,19.0,Good,Green Valley,Residential,35000,51854,15,7.7,69,11.8,18.1
263,2024-01-02,2,3,22.8,30.4,21.9,2.0,11.7,38.0,Good,Downtown Core,Commercial,80000,66108,2,11.2,53,2.6,0.0
264,2024-01-02,2,4,27.0,36.0,29.2,0.6,23.8,45.0,Good,East Port,Industrial,45000,87308,8,0.4,51,18.9,0.0
265,2024-01-02,2,5,18.6,24.8,16.8,1.1,34.1,31.0,Good,Westside Suburbs,Residential,60000,53094,20,1.4,75,22.4,0.0
266,2024-01-02,2,6,24.6,32.8,21.3,0.9,13.0,41.0,Good,Central Business District,Commercial,25000,48067,1,7.2,77,4.5,0.0
267,2024-01-02,2,7,6.0,8.0,42.0,0.6,34.9,10.0,Good,North Park,Residential,40000,77384,10,4.9,88,11.2,8.7
268,2024-01-02,2,8,28.2,37.6,14.7,0.7,15.1,47.0,Good,South Refinery,Industrial,30000,69515,14,11.6,89,16.3,17.3
269,2024-01-02,2,9,19.8,26.4,10.6,0.4,29.8,33.0,Good,Riverside,Residential,55000,62322,5,5.5,49,16.6,0.0
270,2024-01-02,2,10,48.6,64.8,15.8,0.8,20.0,81.0,Moderate,Market District,Commercial,42000,81651,4,2.9,45,18.5,0.0
271,2024-01-02,3,1,50.4,67.2,20.6,0.5,29.3,84.0,Moderate,Industrial Heights,Industrial,50000,87311,12,7.7,49,23.8,0.0
272,2024-01-02,3,2,8.4,11.2,28.0,0.9,28.4,14.0,Good,Green Valley,Residential,35000,51854,15,7.7,69,11.8,18.1
273,2024-01-02,3,3,41.4,55.2,43.5,0.9,34.7,69.0,Moderate,Downtown Core,Commercial,80000,66108,2,11.2,53,2.6,0.0
274,2024-01-02,3,4,37.2,49.6,25.6,0.4,9.2,62.0,Moderate,East Port,Industrial,45000,87308,8,0.4,51,18.9,0.0
275,2024-01-02,3,5,33.0,44.0,26.0,0.5,26.3,55.0,Moderate,Westside Suburbs,Residential,60000,53094,20,1.4,75,22.4,0.0
276,2024-01-02,3,6,34.8,46.4,14.2,0.3,17.2,58.0,Moderate,Central Business District,Commercial,25000,48067,1,7.2,77,4.5,0.0
277,2024-01-02,3,7,12.0,16.0,44.2,1.5,22.5,20.0,Good,North Park,Residential,40000,77384,10,4.9,88,11.2,8.7
278,2024-01-02,3,8,19.8,26.4,20.1,0.8,8.4,33.0,Good,South Refinery,Industrial,30000,69515,14,11.6,89,16.3,17.3
279,2024-01-02,3,9,9.6,12.8,24.0,1.6,21.5,16.0,Good,Riverside,Residential,55000,62322,5,5.5,49,16.6,0.0
280,2024-01-02,3,10,43.2,57.6,23.4,1.1,11.4,72.0,Moderate,Market District,Commercial,42000,81651,4,2.9,45,18.5,0.0
281,2024-01-02,4,1,51.0,68.0,13.2,0.8,9.2,85.0,Moderate,Industrial Heights,Industrial,50000,87311,12,7.7,49,23.8,0.0
282,2024-01-02,4,2,6.0,8.0,39.9,0.5,26.5,10.0,Good,Green Valley,Residential,35000,51854,15,7.7,69,11.8,18.1
283,2024-01-02,4,3,27.6,36.8,27.1,1.4,23.1,46.0,Good,Downtown Core,Commercial,80000,66108,2,11.2,53,2.6,0.0
284,2024-01-02,4,4,57.6,76.8,16.3,1.3,37.5,96.0,Moderate,East Port,Industrial,45000,87308,8,0.4,51,18.9,0.0
285,2024-01-02,4,5,13.2,17.6,11.2,1.4,5.5,22.0,Good,Westside Suburbs,Residential,60000,53094,20,1.4,75,22.4,0.0
286,2024-01-02,4,6,50.4,67.2,10.4,0.1,22.1,84.0,Moderate,Central Business District,Commercial,25000,48067,1,7.2,77,4.5,0.0
287,2024-01-02,4,7,6.0,8.0,30.5,1.2,34.6,10.0,Good,North Park,Residential,40000,77384,10,4.9,88,11.2,8.7
288,2024-01-02,4,8,35.4,47.2,40.5,2.0,5.6,59.0,Moderate,South Refinery,Industrial,30000,69515,14,11.6,89,16.3,17.3
289,2024-01-02,4,9,21.0,28.0,20.3,1.4,39.8,35.0,Good,Riverside,Residential,55000,62322,5,5.5,49,16.6,0.0
290,2024-01-02,4,10,41.4,55.2,15.7,1.3,33.5,69.0,Moderate,Market District,Commercial,42000,81651,4,2.9,45,18.5,0.0
291,2024-01-02,5,1,42.6,56.8,17.9,1.7,36.7,71.0,Moderate,Industrial Heights,Industrial,50000,87311,12,7.7,49,23.8,0.0
292,2024-01-02,5,2,6.0,8.0,26.5,1.9,24.6,10.0,Good,Green Valley,Residential,35000,51854,15,7.7,69,11.8,18.1
293,2024-01-02,5,3,36.0,48.0,41.1,0.2,24.1,60.0,Moderate,Downtown Core,Commercial,80000,66108,2,11.2,53,2.6,0.0
294,2024-01-02,5,4,38.4,51.2,16.6,0.8,11.7,64.0,Moderate,East Port,Industrial,45000,87308,8,0.4,51,18.9,0.0
295,2024-01-02,5,5,30.6,40.8,33.6,1.3,18.3,51.0,Moderate,Westside Suburbs,Residential,60000,53094,20,1.4,75,22.4,0.0
296,2024-01-02,5,6,31.2,41.6,35.6,0.4,19.7,52.0,Moderate,Central Business District,Commercial,25000,48067,1,7.2,77,4.5,0.0
297,2024-01-02,5,7,6.0,8.0,46.0,1.1,18.0,10.0,Good,North Park,Residential,40000,77384,10,4.9,88,11.2,8.7
298,2024-01-02,5,8,21.0,28.0,30.8,1.0,37.1,35.0,Good,South Refinery,Industrial,30000,69515,14,11.6,89,16.3,17.3
299,2024-01-02,5,9,6.0,8.0,47.2,0.6,39.4,10.0,Good,Riverside,Residential,55000,62322,5,5.5,49,16.6,0.0
300,2024-01-02,5,10,34.2,45.6,23.7,1.1,28.8,57.0,Moderate,Market District,Commercial,42000,81651,4,2.9,45,18.5,0.0
301,2024-01-02,6,1,69.6,92.8,17.7,0.3,11.1,116.0,Unhealthy for Sensitive Groups,Industrial Heights,Industrial,50000,87311,12,7.7,49,23.8,0.0
302,2024-01-02,6,2,12.6,16.8,19.3,1.5,34.1,21.0,Good,Green Valley,Residential,35000,51854,15,7.7,69,11.8,18.1
303,2024-01-02,6,3,35.4,47.2,13.6,0.7,12.1,59.0,Moderate,Downtown Core,Commercial,80000,66108,2,11.2,53,2.6,0.0
304,2024-01-02,6,4,45.6,60.8,18.7,1.3,32.6,76.0,Moderate,East Port,Industrial,45000,87308,8,0.4,51,18.9,0.0
305,2024-01-02,6,5,24.0,32.0,26.4,1.4,25.3,40.0,Good,Westside Suburbs,Residential,60000,53094,20,1.4,75,22.4,0.0
306,2024-01-02,6,6,40.8,54.4,27.6,1.4,11.4,68.0,Moderate,Central Business District,Commercial,25000,48067,1,7.2,77,4.5,0.0
307,2024-01-02,6,7,6.0,8.0,14.4,1.4,11.9,10.0,Good,North Park,Residential,40000,77384,10,4.9,88,11.2,8.7
308,2024-01-02,6,8,18.0,52.8,40.8,1.1,10.0,66.0,Moderate,South Refinery,Industrial,30000,69515,14,11.6,89,16.3,17.3
309,2024-01-02,6,9,30.0,40.0,13.9,1.5,28.8,50.0,Good,Riverside,Residential,55000,62322,5,5.5,49,16.6,0.0
310,2024-01-02,6,10,42.0,56.0,40.5,1.7,22.7,70.0,Moderate,Market District,Commercial,42000,81651,4,2.9,45,18.5,0.0
311,2024-01-02,7,1,51.6,68.8,44.2,0.6,17.6,86.0,Moderate,Industrial Heights,Industrial,50000,87311,12,7.7,49,23.8,0.0
312,2024-01-02,7,2,6.0,8.0,12.7,1.2,13.6,10.0,Good,Green Valley,Residential,35000,51854,15,7.7,69,11.8,18.1
313,2024-01-02,7,3,42.0,56.0,47.2,0.6,9.1,70.0,Moderate,Downtown Core,Commercial,80000,66108,2,11.2,53,2.6,0.0
314,2024-01-02,7,4,52.8,70.4,49.2,1.7,32.2,88.0,Moderate,East Port,Industrial,45000,87308,8,0.4,51,18.9,0.0
315,2024-01-02,7,5,20.4,27.2,29.6,0.5,7.4,34.0,Good,Westside Suburbs,Residential,60000,53094,20,1.4,75,22.4,0.0
316,2024-01-02,7,6,30.6,40.8,32.4,1.5,19.1,51.0,Moderate,Central Business District,Commercial,25000,48067,1,7.2,77,4.5,0.0
317,2024-01-02,7,7,6.6,8.8,32.7,0.2,5.3,11.0,Good,North Park,Residential,40000,77384,10,4.9,88,11.2,8.7
318,2024-01-02,7,8,9.6,58.4,24.4,0.4,10.6,73.0,Moderate,South Refinery,Industrial,30000,69515,14,11.6,89,16.3,17.3
319,2024-01-02,7,9,12.6,16.8,19.7,1.1,27.8,21.0,Good,Riverside,Residential,55000,62322,5,5.5,49,16.6,0.0
320,2024-01-02,7,10,22.2,29.6,49.7,0.5,21.7,37.0,Good,Market District,Commercial,42000,81651,4,2.9,45,18.5,0.0
321,2024-01-02,8,1,79.2,105.6,20.2,0.2,29.9,132.0,Unhealthy for Sensitive Groups,Industrial Heights,Industrial,50000,87311,12,7.7,49,23.8,0.0
322,2024-01-02,8,2,36.0,48.0,45.6,0.5,35.0,60.0,Moderate,Green Valley,Residential,35000,51854,15,7.7,69,11.8,18.1
323,2024-01-02,8,3,67.2,89.6,34.6,2.0,19.1,112.0,Unhealthy for Sensitive Groups,Downtown Core,Commercial,80000,66108,2,11.2,53,2.6,0.0
324,2024-01-02,8,4,79.8,106.4,48.6,1.1,37.3,133.0,Unhealthy for Sensitive Groups,East Port,Industrial,45000,87308,8,0.4,51,18.9,0.0
325,2024-01-02,8,5,51.6,68.8,46.0,0.2,16.2,86.0,Moderate,Westside Suburbs,Residential,60000,53094,20,1.4,75,22.4,0.0
326,2024-01-02,8,6,79.2,105.6,19.4,0.1,14.1,132.0,Unhealthy for Sensitive Groups,Central Business District,Commercial,25000,48067,1,7.2,77,4.5,0.0
327,2024-01-02,8,7,21.0,28.0,43.7,1.3,35.1,35.0,Good,North Park,Residential,40000,77384,10,4.9,88,11.2,8.7
328,2024-01-02,8,8,52.2,69.6,11.9,1.0,23.6,87.0,Moderate,South Refinery,Industrial,30000,69515,14,11.6,89,16.3,17.3
329,2024-01-02,8,9,51.6,70.4,30.8,0.7,8.5,88.0,Moderate,Riverside,Residential,55000,62322,5,5.5,49,16.6,0.0
330,2024-01-02,8,10,51.0,68.0,43.9,1.1,13.6,85.0,Moderate,Market District,Commercial,42000,81651,4,2.9,45,18.5,0.0
331,2024-01-02,9,1,76.2,101.6,14.7,1.0,21.1,127.0,Unhealthy for Sensitive Groups,Industrial Heights,Industrial,50000,87311,12,7.7,49,23.8,0.0
332,2024-01-02,9,2,50.4,67.2,36.1,0.5,33.2,84.0,Moderate,Green Valley,Residential,35000,51854,15,7.7,69,11.8,18.1
333,2024-01-02,9,3,66.0,88.0,27.1,0.4,17.9,110.0,Unhealthy for Sensitive Groups,Downtown Core,Commercial,80000,66108,2,11.2,53,2.6,0.0
334,2024-01-02,9,4,79.8,106.4,31.7,0.3,28.4,133.0,Unhealthy for Sensitive Groups,East Port,Industrial,45000,87308,8,0.4,51,18.9,0.0
335,2024-01-02,9,5,42.6,56.8,44.5,1.7,13.4,71.0,Moderate,Westside Suburbs,Residential,60000,53094,20,1.4,75,22.4,0.0
336,2024-01-02,9,6,47.4,80.0,11.4,0.5,27.1,100.0,Moderate,Central Business District,Commercial,25000,48067,1,7.2,77,4.5,0.0
337,2024-01-02,9,7,52.2,43.2,11.5,0.2,25.9,54.0,Moderate,North Park,Residential,40000,77384,10,4.9,88,11.2,8.7
338,2024-01-02,9,8,57.0,76.0,20.3,1.0,30.6,95.0,Moderate,South Refinery,Industrial,30000,69515,14,11.6,89,16.3,17.3
339,2024-01-02,9,9,65.4,87.2,15.3,1.6,24.7,109.0,Unhealthy for Sensitive Groups,Riverside,Residential,55000,62322,5,5.5,49,16.6,0.0
340,2024-01-02,9,10,70.8,94.4,23.6,1.7,26.6,118.0,Unhealthy for Sensitive Groups,Market District,Commercial,42000,81651,4,2.9,45,18.5,0.0
341,2024-01-02,10,1,37.8,50.4,39.8,0.8,23.5,63.0,Moderate,Industrial Heights,Industrial,50000,87311,12,7.7,49,23.8,0.0
342,2024-01-02,10,2,7.8,10.4,27.2,1.8,29.6,13.0,Good,Green Valley,Residential,35000,51854,15,7.7,69,11.8,18.1
343,2024-01-02,10,3,40.2,53.6,42.5,0.4,22.4,67.0,Moderate,Downtown Core,Commercial,80000,66108,2,11.2,53,2.6,0.0
344,2024-01-02,10,4,58.2,77.6,21.3,1.5,11.5,97.0,Moderate,East Port,Industrial,45000,87308,8,0.4,51,18.9,0.0
345,2024-01-02,10,5,37.8,50.4,28.2,0.9,9.7,63.0,Moderate,Westside Suburbs,Residential,60000,53094,20,1.4,75,22.4,0.0
346,2024-01-02,10,6,26.4,35.2,45.5,0.9,33.1,44.0,Good,Central Business District,Commercial,25000,48067,1,7.2,77,4.5,0.0
347,2024-01-02,10,7,6.0,8.0,26.3,0.3,12.4,10.0,Good,North Park,Residential,40000,77384,10,4.9,88,11.2,8.7
348,2024-01-02,10,8,18.6,24.8,19.2,1.3,16.4,31.0,Good,South Refinery,Industrial,30000,69515,14,11.6,89,16.3,17.3
349,2024-01-02,10,9,21.6,28.8,29.6,1.5,33.6,36.0,Good,Riverside,Residential,55000,62322,5,5.5,49,16.6,0.0
350,2024-01-02,10,10,39.6,52.8,23.8,1.9,18.9,65.0,Moderate,Market District,Commercial,42000,81651,4,2.9,45,18.5,0.0
351,2024-01-02,11,1,56.4,75.2,48.7,1.0,19.4,94.0,Moderate,Industrial Heights,Industrial,50000,87311,12,7.7,49,23.8,0.0
352,2024-01-02,11,2,6.0,8.0,17.0,0.2,32.3,10.0,Good,Green Valley,Residential,35000,51854,15,7.7,69,11.8,18.1
353,2024-01-02,11,3,33.0,44.0,21.7,1.8,37.2,55.0,Moderate,Downtown Core,Commercial,80000,66108,2,11.2,53,2.6,0.0
354,2024-01-02,11,4,49.2,65.6,12.2,1.6,7.6,82.0,Moderate,East Port,Industrial,45000,87308,8,0.4,51,18.9,0.0
355,2024-01-02,11,5,16.2,21.6,11.6,1.2,7.2,27.0,Good,Westside Suburbs,Residential,60000,53094,20,1.4,75,22.4,0.0
356,2024-01-02,11,6,54.6,72.8,32.6,1.6,17.3,91.0,Moderate,Central Business District,Commercial,25000,48067,1,7.2,77,4.5,0.0
357,2024-01-02,11,7,6.0,8.0,37.0,0.4,6.8,10.0,Good,North Park,Residential,40000,77384,10,4.9,88,11.2,8.7
358,2024-01-02,11,8,31.2,41.6,23.7,0.2,22.1,52.0,Moderate,South Refinery,Industrial,30000,69515,14,11.6,89,16.3,17.3
359,2024-01-02,11,9,42.0,56.0,32.0,1.6,13.3,70.0,Moderate,Riverside,Residential,55000,62322,5,5.5,49,16.6,0.0
360,2024-01-02,11,10,36.0,48.0,31.5,1.0,8.6,60.0,Moderate,Market District,Commercial,42000,81651,4,2.9,45,18.5,0.0
361,2024-01-02,12,1,46.2,61.6,27.1,1.5,22.4,77.0,Moderate,Industrial Heights,Industrial,50000,87311,12,7.7,49,23.8,0.0
362,2024-01-02,12,2,6.0,8.0,25.2,0.9,14.6,10.0,Good,Green Valley,Residential,35000,51854,15,7.7,69,11.8,18.1
363,2024-01-02,12,3,34.2,45.6,48.7,0.5,37.8,57.0,Moderate,Downtown Core,Commercial,80000,66108,2,11.2,53,2.6,0.0
364,2024-01-02,12,4,20.1,80.0,12.8,1.1,25.4,100.0,Moderate,East Port,Industrial,45000,87308,8,0.4,51,18.9,0.0
365,2024-01-02,12,5,6.0,8.0,35.8,0.7,21.9,10.0,Good,Westside Suburbs,Residential,60000,53094,20,1.4,75,22.4,0.0
366,2024-01-02,12,6,49.8,66.4,10.3,1.4,37.3,83.0,Moderate,Central Business District,Commercial,25000,48067,1,7.2,77,4.5,0.0
367,2024-01-02,12,7,6.0,8.0,29.8,1.6,5.1,10.0,Good,North Park,Residential,40000,77384,10,4.9,88,11.2,8.7
368,2024-01-02,12,8,27.6,36.8,20.6,1.8,39.8,46.0,Good,South Refinery,Industrial,30000,69515,14,11.6,89,16.3,17.3
369,2024-01-02,12,9,19.8,26.4,42.6,1.7,26.8,33.0,Good,Riverside,Residential,55000,62322,5,5.5,49,16.6,0.0
370,2024-01-02,12,10,40.8,54.4,11.9,1.4,27.8,68.0,Moderate,Market District,Commercial,42000,81651,4,2.9,45,18.5,0.0
371,2024-01-02,13,1,33.6,44.8,14.4,0.6,23.4,56.0,Moderate,Industrial Heights,Industrial,50000,87311,12,7.7,49,23.8,0.0
